username,bio,followers,following,posts,account_age_days,has_profile_pic,has_url,is_fake
paisley.martinez.official,Spreading positivity ☀️ | Doctor | gaming,175,525,189,1403,1,1,0
violet_moore,🎵 Music lover | Artist | skateboarding,1433,45,61,662,1,0,0
jacob.king,Creative mind | swimming | fitness | Let's connect!,1220,219,102,2591,1,1,0
afkj5344qaa,Click link in bio for FREE money 💰💰💰,12,1131,0,8,0,1,1
follow_me_496109,.,34,176,3,22,0,1,1
user490188,Free gift cards! Limited time offer! Click NOW!,14,77,4,62,0,1,1
levi.taylor,📸 baking | Travel addict | Barcelona native,3064,318,11,1780,1,0,0
christopherlewis,Teacher 💼 | Family first ❤️ | photography,465,88,20,740,1,0,0
xug05wh23gxrirju,,21,50,2,24,1,1,1
samuelmiller11,Wanderlust 🌎 | swimming | surfing | Boston,979,192,15,2037,1,0,0
benjaminsanchez,🎓 Harvard alum | Nurse | Sydney,6596,296,30,758,1,0,0
user298105,Buy followers cheap! DM for prices!,35,1215,1,56,0,0,1
free_qassj_874,Free gift cards! Limited time offer! Click NOW!,1,155,3,18,1,0,1
rubymartinez,"Entrepreneur by day, surfing lover by night 🌙",694,586,23,427,1,1,0
carolinewright73,Mom of 3 | dance | Coffee addict ☕,95,48,25,1599,1,0,0
dylananderson,"Nurse by day, music lover by night 🌙",78,98,6,772,1,0,0
claire.williams.official,Just a creative soul exploring the world 🌍 | cycling,340,400,16,324,0,1,0
user134873,DM me for exclusive offers!!!,19,743,2,12,0,1,1
jacob.king,🎵 Music lover | Accountant | painting,1173,209,34,811,1,0,0
real_fjxvlx9246,,20,475,4,19,0,1,1
the_violet,Just a curious soul exploring the world 🌍 | cycling,688,537,75,682,1,0,0
free_abofe_528,Buy followers cheap! DM for prices!,1,1353,2,1,0,0,1
jackson.wright.official,Marketing Lead 💼 | Family first ❤️ | gardening,1649,377,46,821,1,0,0
user736795,Adult content 🔞 Link below for more,27,50,4,50,0,0,1
x00crz17a8rnxpwn,.,15,66,0,11,0,1,1
xwhcf5sidaso7krg,I make $10k/week! Ask me how 💵💵💵,3,692,0,37,0,1,1
follow_me_474473,Crypto millionaire 💎🙌 Join my course!,4,1540,1,45,1,1,1
follow_me_817880,....,17,2308,6,57,0,1,1
kennedytorres57,Dog parent 🐕 | Accountant | surfing fanatic,339,232,219,519,0,0,0
user795743,Want to lose 20lbs fast?? DM me!!!,41,342,3,1,0,0,1
spm40929914,Buy followers cheap! DM for prices!,1,1542,6,12,1,1,1
follow_me_194504,FREE followers! Click the link NOW!!!,15,55,0,26,1,1,1
the_david,Mom of 3 | surfing | Coffee addict ☕,1027,303,25,348,1,0,0
mia_96,Bookworm 📚 | surfing | gardening | Introvert at heart,61,865,23,170,1,1,0
harper.taylor,Spreading positivity ☀️ | Writer | gaming,197,581,62,1151,1,0,0
4l6hfh4n6v3rzkdu6,FREE followers! Click the link NOW!!!,44,2894,1,29,1,1,1
fvd62372905,.,8,311,7,1,1,1,1
the_jaxon,Wanderlust 🌎 | fitness | gardening | Barcelona,197,896,79,369,1,0,0
the_paisley,Love dance and baking 🌟 | NYC based,63,195,14,658,1,0,0
real_dirmgy1351,Follow me I follow back! F4F! 🔥🔥🔥,60,2447,0,7,0,1,1
xwtv1djjzqfe8e5t,Invest in crypto NOW! Double your money! 🚀🚀🚀,23,411,8,14,0,0,1
real_uolpne8609,Want to lose 20lbs fast?? DM me!!!,8,2521,1,20,1,0,1
evelynclark22,Artist 💼 | Family first ❤️ | writing,586,297,119,404,1,0,0
stella.lopez,🎵 Music lover | Chef | cooking,26,86,138,276,0,0,0
vzh89934740,Free gift cards! Limited time offer! Click NOW!,13,1349,4,31,0,1,1
piperlopez,"Photographer by day, photography lover by night 🌙",231,118,14,407,0,0,0
user496230,Adult content 🔞 Link below for more,13,376,1,3,0,1,1
jack.anderson,Just a creative soul exploring the world 🌍 | cycling,68,101,67,562,1,0,0
free_lohdn_681,.,68,614,5,73,1,1,1
3t13hlozesjncrb,....,10,254,2,7,0,0,1
free_aldrf_800,Adult content 🔞 Link below for more,15,6854,0,8,1,1,1
xy3z1de1e1630poc,,3,50,3,59,1,1,1
rileysanchez,creative | skiing | writing | Toronto 📍,10,39,170,533,1,0,0
adrianallen,🎵 Music lover | Writer | writing,18,59,145,433,1,0,0
user100283,Click link in bio for FREE money 💰💰💰,39,7500,1,25,1,1,1
cdyv3933beh,Follow me I follow back! F4F! 🔥🔥🔥,2,564,0,20,1,1,1
the_theodore,Teacher | travel enthusiast | Living my best life ✨,613,65,24,1218,1,0,0
31xbidfwa88d0,Want to lose 20lbs fast?? DM me!!!,6,63,6,16,1,0,1
free_soiup_943,Click link in bio for FREE money 💰💰💰,8,346,0,29,0,1,1
bella.lewis,📸 surfing | Travel addict | Toronto native,220,46,359,144,1,1,0
peneloperobinson22,Bookworm 📚 | travel | writing | Introvert at heart,201,962,10,426,1,0,0
audrey.jackson.official,"Life is short, eat dessert first 🍰 | writing",382,232,50,1009,1,1,0
asher_torres,"Teacher by day, camping lover by night 🌙",279,148,27,1037,1,0,0
real_rwfvkt5689,Adult content 🔞 Link below for more,14,2395,1,17,0,1,1
chloe.jackson,"Teacher by day, writing lover by night 🌙",110,75,32,1006,1,0,0
follow_me_880930,Buy followers cheap! DM for prices!,12,337,2,19,1,1,1
x8e7zmvutiymr0az,FREE followers! Click the link NOW!!!,8,1422,18,67,1,1,1
yjtg7124rib,Adult content 🔞 Link below for more,9,1248,2,5,0,1,1
real_zuozqo7605,Crypto millionaire 💎🙌 Join my course!,15,396,0,37,1,0,1
noah_96,Wanderlust 🌎 | swimming | swimming | Tokyo,39,577,85,297,1,0,0
real_eozlqr2395,Buy followers cheap! DM for prices!,49,50,0,3,0,1,1
asher.robinson,Dreamer & doer ✨ | cycling | Austin,91,102,63,382,1,0,0
piper_99,📍Paris | gaming & cycling | DM for collabs,195,44,67,496,1,1,0
logan.moore,Love cycling and dance 🌟 | Dubai based,1548,69,233,292,1,0,0
oqz41661622,Invest in crypto NOW! Double your money! 🚀🚀🚀,44,106,7,60,0,1,1
william.thompson,🎓 Berkeley alum | Lawyer | Miami,46,79,15,1649,1,0,0
xb68q0j9m4smzocx,Invest in crypto NOW! Double your money! 🚀🚀🚀,19,53,3,4,0,1,1
the_mia,Just a curious soul exploring the world 🌍 | writing,73,246,24,1127,1,0,0
xxub0gz1vhhgy8nn,Free gift cards! Limited time offer! Click NOW!,36,1283,3,20,0,1,1
the_avery,chill | painting | photography | San Francisco 📍,76,264,144,502,1,0,0
iw8uoja5enp2wa6m9,Follow 4 Follow! Like 4 Like! 💯💯💯,32,852,0,17,1,0,1
real_lgwkld8870,Buy followers cheap! DM for prices!,19,388,1,7,1,1,1
follow_me_886911,Follow 4 Follow! Like 4 Like! 💯💯💯,6,64,0,14,0,0,1
free_uzncp_439,Hot singles in your area 😍 DM NOW,2,70,0,47,1,1,1
the_jack,Just a creative soul exploring the world 🌍 | cooking,2094,534,6,868,1,1,0
free_uxcnf_689,Buy followers cheap! DM for prices!,29,620,0,1,1,1,1
stella_sanchez,Spreading positivity ☀️ | Manager | yoga,924,170,44,1960,1,0,0
aidenwilson97,Bookworm 📚 | skiing | camping | Introvert at heart,363,243,24,444,1,1,0
weie8051wme,Adult content 🔞 Link below for more,8,104,2,9,1,0,1
9j52oyyr2ozz9z76m,Crypto millionaire 💎🙌 Join my course!,1,176,3,41,0,0,1
the_jack,"Writer by day, yoga lover by night 🌙",224,246,4,497,1,1,0
matthew_97,Fitness & wellness 💪 | gaming | Miami,217,277,54,409,1,0,0
follow_me_275479,.,10,2604,8,2,0,1,1
samueldavis1,Fitness & wellness 💪 | fitness | Miami,1187,174,75,280,1,0,0
knqe8693shw,I make $10k/week! Ask me how 💵💵💵,9,394,1,1,0,0,1
henrymoore,Dreamer & doer ✨ | cycling | Barcelona,1298,96,208,196,1,0,0
skylarthompson78,📸 skiing | Travel addict | Chicago native,335,154,665,1905,1,0,0
real_tqhdth6434,,0,306,1,10,0,1,1
roav5664vxy,Make $5000/day working from home! Link below 👇,0,4895,0,7,0,0,1
rubyking,Fitness & wellness 💪 | gardening | Boston,1648,162,20,1566,0,0,0
the_riley,Living life one surfing at a time 🏔️,174,314,10,303,1,0,0
follow_me_330962,Follow me I follow back! F4F! 🔥🔥🔥,9,92,17,21,0,1,1
xkmccduefs4uqxgc,CHEAP followers and likes! Best prices! DM!!!,20,175,5,11,0,0,1
follow_me_504979,Crypto millionaire 💎🙌 Join my course!,2,129,12,1,1,1,1
the_joshua,Dreamer & doer ✨ | cycling | Toronto,4081,468,16,874,1,1,0
follow_me_215431,....,56,385,2,35,0,0,1
chloe_hill,🎓 Oxford alum | Lawyer | Seattle,61,66,13,226,1,1,0
williamrodriguez,Creative mind | painting | writing | Let's connect!,160,33,29,363,1,0,0
luna_king,Love surfing and fitness 🌟 | Dubai based,352,39,26,1422,1,0,0
myj52745311,Buy followers cheap! DM for prices!,11,50,0,12,1,0,1
charlotte.robinson.official,Bookworm 📚 | travel | baking | Introvert at heart,259,43,6,933,1,0,0
ella.lee,Fitness & wellness 💪 | gardening | Boston,44,291,10,3446,1,0,0
follow_me_871214,Want to lose 20lbs fast?? DM me!!!,12,1262,3,21,0,1,1
lily.ramirez,"Accountant by day, surfing lover by night 🌙",611,317,121,901,1,0,0
follow_me_304444,Invest in crypto NOW! Double your money! 🚀🚀🚀,5,770,0,16,0,0,1
follow_me_199510,Make $5000/day working from home! Link below 👇,7,4370,2,34,1,1,1
user886476,....,33,889,2,4,0,1,1
x2tn20vz9ly2skkf,,5,900,2,36,0,1,1
luca_rodriguez,🎵 Music lover | Consultant | photography,162,53,8,874,1,0,0
xtngtg2lgj3s6ogq,FREE followers! Click the link NOW!!!,41,297,2,56,1,1,1
ofc9lgytlcqfmuiw7,Buy followers cheap! DM for prices!,12,706,4,12,1,1,1
free_fqogo_960,I make $10k/week! Ask me how 💵💵💵,0,361,0,9,1,1,1
evelyn.martinez.official,Spreading positivity ☀️ | Entrepreneur | fitness,118,166,44,209,1,1,0
real_jkminn8899,Buy followers cheap! DM for prices!,16,147,5,35,1,0,1
the_piper,Consultant | gardening enthusiast | Living my best life ✨,106,95,137,404,1,0,0
real_bhggqu0368,Hot singles in your area 😍 DM NOW,6,148,2,22,1,0,1
the_eleanor,Bookworm 📚 | gaming | cycling | Introvert at heart,281,58,598,602,1,0,0
user481770,Click link in bio for FREE money 💰💰💰,3,116,5,29,0,0,1
andrewsmith,🎵 Music lover | Accountant | fitness,1109,91,85,149,1,0,0
follow_me_991166,I make $10k/week! Ask me how 💵💵💵,12,1491,4,1,0,0,1
ethan_williams,Fitness & wellness 💪 | running | Barcelona,588,303,88,747,1,0,0
real_vemayd2849,.,74,97,0,11,0,1,1
sepz3774ufj,Follow me I follow back! F4F! 🔥🔥🔥,5,2408,1,11,0,1,1
gabriel_97,curious | hiking | skateboarding | Austin 📍,227,180,8,306,1,0,0
rdbj8198vsx,Buy followers cheap! DM for prices!,0,773,0,13,1,1,1
avery.lewis,Marketing Lead 💼 | Family first ❤️ | photography,430,867,30,425,1,0,0
user223179,I make $10k/week! Ask me how 💵💵💵,64,5071,5,13,0,1,1
nataliegarcia18,Just a passionate soul exploring the world 🌍 | surfing,149,377,7,158,1,0,0
michael_99,🎵 Music lover | Doctor | camping,20,270,71,541,1,0,0
user893365,Hot singles in your area 😍 DM NOW,8,61,2,2,0,1,1
leo_hernandez,"Life is short, eat dessert first 🍰 | photography",10,444,152,410,1,1,0
aidenking82,Just a ambitious soul exploring the world 🌍 | skiing,632,185,6,450,1,1,0
zufdnu4i5ymqt3d,Hot singles in your area 😍 DM NOW,11,105,1,61,0,1,1
zgv17875195,FREE followers! Click the link NOW!!!,10,1142,0,7,0,1,1
1k9m94uzxy4g8,Adult content 🔞 Link below for more,18,76,0,16,0,1,1
user857065,Hot singles in your area 😍 DM NOW,25,50,0,4,0,1,1
user538959,,58,54,1,68,1,1,1
savannah.brown,🎵 Music lover | Teacher | meditation,2736,227,71,358,1,0,0
xkv2dy4tkvv7pgf7,Want to lose 20lbs fast?? DM me!!!,40,714,9,16,1,0,1
real_xbgatl3601,Make $5000/day working from home! Link below 👇,3,478,3,21,0,1,1
william_thomas,Spreading positivity ☀️ | Teacher | cooking,1046,89,22,718,1,0,0
ffpc9856wtf,Hot singles in your area 😍 DM NOW,6,1691,0,5,0,1,1
ava_94,"Life is short, eat dessert first 🍰 | travel",1083,152,13,389,1,0,0
the_lincoln,Creative mind | painting | dance | Let's connect!,3184,163,27,1422,1,1,0
liam.thomas.official,Doctor | camping enthusiast | Living my best life ✨,252,1213,30,1573,0,1,0
real_mitdfz2619,,31,252,1,21,0,0,1
the_luca,🎵 Music lover | Architect | baking,270,507,60,360,1,0,0
the_isaac,Fitness & wellness 💪 | reading | Barcelona,2860,970,17,349,1,0,0
sophia_moore,"Life is short, eat dessert first 🍰 | writing",70,91,6,454,1,0,0
x6rijkq2zuv1fkhn,Invest in crypto NOW! Double your money! 🚀🚀🚀,36,3532,0,34,1,1,1
the_samuel,"Life is short, eat dessert first 🍰 | painting",78,30,58,355,1,0,0
ktp31170395,Buy followers cheap! DM for prices!,34,705,0,30,0,1,1
ryan_anderson,Love photography and surfing 🌟 | Barcelona based,834,727,64,651,1,0,0
the_owen,🎵 Music lover | Artist | skateboarding,210,99,10,131,0,0,0
chloe_97,"Writer by day, reading lover by night 🌙",486,110,26,602,1,1,0
oliversmith,📍San Francisco | skateboarding & camping | DM for collabs,24,535,18,981,1,0,0
free_uffln_135,,32,1128,0,47,1,1,1
user339980,Follow 4 Follow! Like 4 Like! 💯💯💯,1,426,0,58,0,1,1
zoeyclark,Lawyer | running enthusiast | Living my best life ✨,323,819,68,461,1,0,0
frnp5736pxz,Follow 4 Follow! Like 4 Like! 💯💯💯,12,2408,6,34,1,1,1
eleanorperez,🎓 UCLA alum | Data Analyst | Barcelona,55,180,84,786,1,0,0
violetbrown20,🎓 Berkeley alum | Architect | Berlin,5621,36,41,341,1,0,0
vniblwbv2izsf,....,0,223,0,72,1,1,1
real_nqczxf1631,Adult content 🔞 Link below for more,4,151,0,8,0,1,1
davidrobinson,Bookworm 📚 | baking | cooking | Introvert at heart,119,243,57,466,1,0,0
mbp45777022,Want to lose 20lbs fast?? DM me!!!,0,310,7,7,0,1,1
lukemartinez,Wanderlust 🌎 | cooking | meditation | Berlin,201,740,18,1055,1,0,0
christopher_jones,Software Engineer | photography enthusiast | Living my best life ✨,29,88,25,208,1,0,0
hazel.johnson.official,Bookworm 📚 | camping | running | Introvert at heart,7603,45,4,90,1,0,0
xtmn4058bvq,,8,50,3,1,0,0,1
free_wejwe_829,Crypto millionaire 💎🙌 Join my course!,38,136,0,94,0,1,1
rhhn7276kqs,FREE followers! Click the link NOW!!!,24,50,2,17,0,1,1
the_maya,Dreamer & doer ✨ | writing | San Francisco,70,3460,147,279,1,0,0
real_kfhuso3361,Crypto millionaire 💎🙌 Join my course!,33,755,0,18,1,0,1
free_yyswd_636,,14,7500,1,8,0,0,1
real_wgfomm9244,,5,50,2,5,1,0,1
alexanderflores59,Artist 💼 | Family first ❤️ | cooking,328,508,5,2116,1,0,0
daniel.garcia.official,🎵 Music lover | Chef | meditation,930,215,64,277,1,1,0
avery_clark,Bookworm 📚 | reading | baking | Introvert at heart,2029,273,11,711,1,0,0
penelope_lopez,Mom of 2 | skiing | Coffee addict ☕,1006,295,119,1578,1,1,0
andrewtaylor19,Designer | surfing enthusiast | Living my best life ✨,60,40,15,151,1,0,0
paisley.lopez,Nurse 💼 | Family first ❤️ | cycling,278,62,1,343,1,0,0
joseph_98,Fitness & wellness 💪 | gardening | Chicago,31,73,10,1302,1,1,0
isaac.torres.official,Love travel and painting 🌟 | Austin based,218,354,9,1527,1,1,0
xv75ssumh0znsgwo,DM me for exclusive offers!!!,2,2257,1,15,1,1,1
oliver.wright.official,📍LA | surfing & running | DM for collabs,23,8,65,1600,1,0,0
zfin4493xsb,Buy followers cheap! DM for prices!,10,1399,6,94,1,1,1
wqo82258712,CHEAP followers and likes! Best prices! DM!!!,7,372,0,62,0,1,1
follow_me_890757,Follow me I follow back! F4F! 🔥🔥🔥,26,2362,1,56,1,1,1
the_alice,Dog parent 🐕 | Consultant | swimming fanatic,761,44,117,459,0,1,0
audreyyoung42,Spreading positivity ☀️ | Manager | photography,61,911,22,486,1,0,0
follow_me_563349,Follow 4 Follow! Like 4 Like! 💯💯💯,10,410,4,11,0,1,1
free_ljijh_233,Crypto millionaire 💎🙌 Join my course!,16,1196,2,14,1,1,1
the_caroline,Bookworm 📚 | cooking | camping | Introvert at heart,218,131,39,1465,1,1,0
hazel.jones,🎵 Music lover | Software Engineer | yoga,511,179,47,578,1,0,0
michaelnguyen,Just a ambitious soul exploring the world 🌍 | hiking,210,454,23,710,1,0,0
user988955,,31,240,2,49,0,1,1
ebfd1116qqb,Click link in bio for FREE money 💰💰💰,24,487,0,4,1,1,1
paisleylee99,Dog parent 🐕 | Doctor | swimming fanatic,105,80,36,1611,1,0,0
free_cypcg_712,,11,82,0,64,1,0,1
the_avery,Spreading positivity ☀️ | Data Analyst | reading,283,51,3,335,1,1,0
ella_moore,🎵 Music lover | Data Analyst | camping,92,34,60,971,1,0,0
xblbv03ds0mwkog0,Follow me I follow back! F4F! 🔥🔥🔥,2,50,0,88,1,1,1
real_zeddge0261,I make $10k/week! Ask me how 💵💵💵,21,1718,0,17,0,1,1
user454779,I make $10k/week! Ask me how 💵💵💵,36,122,0,46,0,0,1
emma.allen,Entrepreneur 💼 | Family first ❤️ | writing,594,127,16,1139,1,1,0
ethanwilson44,Fitness & wellness 💪 | painting | Miami,1290,411,60,1066,1,0,0
free_boavh_948,Buy followers cheap! DM for prices!,2,1699,0,71,0,1,1
ftae3756cus,Hot singles in your area 😍 DM NOW,13,161,2,46,1,1,1
follow_me_741042,Follow 4 Follow! Like 4 Like! 💯💯💯,71,758,0,35,0,1,1
5ji1vege3byjth2foe1,Free gift cards! Limited time offer! Click NOW!,27,2012,2,7,0,1,1
aaliyah.thompson,Wanderlust 🌎 | camping | gardening | Dubai,1546,95,57,1020,1,0,0
follow_me_177771,FREE followers! Click the link NOW!!!,2,191,0,23,1,0,1
evelynjohnson98,Wanderlust 🌎 | fitness | fitness | Boston,535,60,22,1454,1,0,0
naomi.davis,🎵 Music lover | Teacher | gaming,114,108,7,839,1,0,0
puhg4508yuv,Crypto millionaire 💎🙌 Join my course!,6,106,0,24,1,0,1
the_amelia,🎵 Music lover | Data Analyst | cycling,199,107,21,1144,1,0,0
scm23478290,Crypto millionaire 💎🙌 Join my course!,2,1137,1,47,0,0,1
matthewlee73,Bookworm 📚 | cooking | hiking | Introvert at heart,105,341,106,1171,1,0,0
jackson_95,Bookworm 📚 | dance | skateboarding | Introvert at heart,131,111,19,871,1,0,0
free_vjqrt_651,Click link in bio for FREE money 💰💰💰,21,214,1,11,0,0,1
real_rtobts4414,....,0,207,3,9,0,1,1
grayson_ramirez,📍Paris | fitness & music | DM for collabs,106,119,10,1070,1,1,0
free_mobqm_546,Follow me I follow back! F4F! 🔥🔥🔥,14,1867,4,18,1,1,1
follow_me_423283,,6,50,3,34,0,1,1
oliver_99,Teacher | reading enthusiast | Living my best life ✨,273,923,6,2212,1,0,0
v3s2sumh3b0n9,Follow me I follow back! F4F! 🔥🔥🔥,65,866,0,45,0,1,1
user650044,Buy followers cheap! DM for prices!,0,143,7,5,0,0,1
follow_me_995341,,38,252,6,31,1,1,1
nnn68124974,.,0,104,0,34,0,1,1
follow_me_549651,DM me for exclusive offers!!!,28,666,7,43,1,1,1
follow_me_412690,Adult content 🔞 Link below for more,15,92,1,3,1,1,1
ella_johnson,Living life one surfing at a time 🏔️,247,37,168,829,1,1,0
real_zbfhci3595,....,63,617,0,18,0,0,1
gabriel.johnson.official,Dreamer & doer ✨ | music | Dubai,6953,343,60,2659,1,0,0
follow_me_726526,,17,278,1,28,1,1,1
the_sarah,Designer | skiing enthusiast | Living my best life ✨,78,43,200,1475,1,1,0
the_dylan,chill | surfing | baking | Paris 📍,155,130,79,1145,1,0,0
famh4240akh,,29,50,1,38,0,0,1
the_avery,Bookworm 📚 | hiking | swimming | Introvert at heart,1180,89,6,437,1,1,0
user820147,Follow 4 Follow! Like 4 Like! 💯💯💯,34,281,2,18,0,0,1
sophiaharris,Dreamer & doer ✨ | fitness | London,162,966,165,429,1,1,0
mia_hill,creative | swimming | yoga | Berlin 📍,375,77,64,255,1,0,0
ethan.flores.official,Living life one surfing at a time 🏔️,480,1459,9,258,1,1,0
audrey_98,Software Engineer 💼 | Family first ❤️ | photography,1746,146,102,932,1,0,0
rwi59801151,,7,210,1,10,1,0,1
follow_me_618803,.,6,408,3,59,0,1,1
theodore.king,Dog parent 🐕 | Writer | cycling fanatic,502,434,15,633,1,1,0
the_gabriel,Creative mind | hiking | swimming | Let's connect!,647,153,39,2009,1,0,0
snq63208717,,6,206,1,2,0,1,1
xi9oinuxl39dg5ri,FREE followers! Click the link NOW!!!,28,3452,2,21,1,1,1
the_dylan,Spreading positivity ☀️ | Entrepreneur | baking,361,69,10,477,1,0,0
user140048,Invest in crypto NOW! Double your money! 🚀🚀🚀,21,701,0,2,1,0,1
mia_94,"Life is short, eat dessert first 🍰 | reading",1793,68,53,448,1,0,0
follow_me_753645,Invest in crypto NOW! Double your money! 🚀🚀🚀,25,221,0,10,0,0,1
wklv2449hdf,CHEAP followers and likes! Best prices! DM!!!,5,191,1,57,0,1,1
claire.allen.official,📸 skateboarding | Travel addict | Portland native,81,150,4,635,1,0,0
dwj24563515,Make $5000/day working from home! Link below 👇,6,354,5,3,1,0,1
x1c25xnofg7803g5,Make $5000/day working from home! Link below 👇,37,114,0,3,1,0,1
tbb37680770,Follow me I follow back! F4F! 🔥🔥🔥,36,366,1,14,0,1,1
audreygarcia75,"Teacher by day, skiing lover by night 🌙",281,212,9,428,1,0,0
x1loqsot56ag39bd,CHEAP followers and likes! Best prices! DM!!!,14,50,0,3,0,1,1
9hexw8l85je6k9w,Click link in bio for FREE money 💰💰💰,0,210,0,1,1,0,1
lucas_90,Bookworm 📚 | gaming | travel | Introvert at heart,70,237,31,691,1,0,0
owen_walker,"Life is short, eat dessert first 🍰 | surfing",2695,366,62,114,1,1,0
the_isabella,Love running and painting 🌟 | LA based,15,302,172,394,1,0,0
jamessanchez,Dog parent 🐕 | Designer | gaming fanatic,197,54,68,313,1,0,0
andrew_martin,Bookworm 📚 | hiking | painting | Introvert at heart,1326,60,20,1519,1,1,0
real_lrewtk2443,Hot singles in your area 😍 DM NOW,65,819,0,47,0,1,1
hmuq2591fai,Follow me I follow back! F4F! 🔥🔥🔥,11,50,3,6,1,1,1
follow_me_874874,Hot singles in your area 😍 DM NOW,8,1414,4,20,1,1,1
noahscott15,🎓 UCLA alum | Manager | Austin,469,230,148,488,1,0,0
real_badkjv8585,,4,7500,3,1,0,0,1
user335428,Make $5000/day working from home! Link below 👇,14,63,0,85,1,0,1
hannah_torres,Living life one camping at a time 🏔️,322,47,10,496,1,0,0
jhcw7038yyu,Invest in crypto NOW! Double your money! 🚀🚀🚀,0,227,8,96,1,0,1
xg770xdhj5sc36,.,56,1095,2,9,0,1,1
amelia_96,Dog parent 🐕 | Consultant | hiking fanatic,88,598,10,167,1,1,0
follow_me_481769,Follow me I follow back! F4F! 🔥🔥🔥,1,163,6,89,0,0,1
the_ruby,Dreamer & doer ✨ | cooking | Berlin,1695,121,8,3334,1,0,0
uug84293990,.,2,106,2,3,1,1,1
mayajohnson99,🎵 Music lover | Doctor | travel,39,267,44,522,1,0,0
evelyn.moore,Spreading positivity ☀️ | Accountant | music,171,383,46,1435,1,1,0
grxe6535sye,Want to lose 20lbs fast?? DM me!!!,3,875,0,28,1,0,1
x4otuo4uw590z92j,Invest in crypto NOW! Double your money! 🚀🚀🚀,13,380,7,36,0,1,1
owenyoung74,Bookworm 📚 | camping | hiking | Introvert at heart,200,752,100,94,1,1,0
julianwilliams11,Wanderlust 🌎 | camping | yoga | Tokyo,275,566,20,1323,1,0,0
wyatt_99,Creative mind | surfing | meditation | Let's connect!,1796,266,122,1094,1,0,0
david.moore,Wanderlust 🌎 | running | running | Boston,2498,52,5,721,1,1,0
free_sevcw_196,Hot singles in your area 😍 DM NOW,1,322,2,64,1,1,1
real_szsckt1815,Adult content 🔞 Link below for more,6,164,0,7,0,1,1
bellaking,Teacher 💼 | Family first ❤️ | hiking,2161,251,47,462,1,0,0
free_rpkaf_327,Follow 4 Follow! Like 4 Like! 💯💯💯,14,1803,3,41,0,1,1
ava_90,Accountant 💼 | Family first ❤️ | surfing,512,242,630,759,1,1,0
free_jzsyt_831,Make $5000/day working from home! Link below 👇,33,88,0,5,1,1,1
follow_me_621163,....,0,220,2,44,1,1,1
z2nar3shlx0st69ww,CHEAP followers and likes! Best prices! DM!!!,44,1041,0,59,1,0,1
user407269,....,0,4394,4,53,0,1,1
ariawright68,Love meditation and cycling 🌟 | Toronto based,115,452,49,348,1,1,0
real_blfozz8955,Hot singles in your area 😍 DM NOW,5,67,0,9,0,0,1
sophia.scott,🎵 Music lover | Nurse | reading,1906,69,75,1114,1,1,0
real_qzdflc5283,CHEAP followers and likes! Best prices! DM!!!,13,370,3,2,0,0,1
free_fhtkj_622,Click link in bio for FREE money 💰💰💰,0,941,0,1,1,1,1
follow_me_394238,Want to lose 20lbs fast?? DM me!!!,21,1187,0,37,0,1,1
the_savannah,Living life one skateboarding at a time 🏔️,43,411,209,1272,1,1,0
follow_me_304347,Crypto millionaire 💎🙌 Join my course!,8,205,0,6,1,1,1
spl45545338,FREE followers! Click the link NOW!!!,18,463,1,21,0,0,1
free_skoel_223,,3,1684,1,15,0,0,1
bwl05346702,Free gift cards! Limited time offer! Click NOW!,5,333,2,15,0,1,1
adrian_scott,📸 running | Travel addict | Berlin native,153,252,106,339,1,1,0
ghg64092648,Adult content 🔞 Link below for more,9,261,0,58,1,0,1
carolinetorres2,chill | skateboarding | music | Denver 📍,39,965,54,1776,1,1,0
audrey.martinez.official,"Life is short, eat dessert first 🍰 | travel",322,1619,12,1336,1,1,0
adriangarcia27,Mom of 1 | dance | Coffee addict ☕,340,612,17,274,1,1,0
the_layla,Creative mind | swimming | yoga | Let's connect!,157,214,160,871,1,0,0
brooklyn.thomas,Wanderlust 🌎 | hiking | cycling | Sydney,467,91,105,227,1,1,0
fpp7sdwyqtuv27uu,DM me for exclusive offers!!!,1,54,2,44,0,0,1
follow_me_013562,,17,323,0,47,1,1,1
kennedy_99,Creative mind | reading | music | Let's connect!,73,806,23,1381,1,0,0
annabrown,📸 gardening | Travel addict | Dubai native,10,144,11,712,1,0,0
lunanguyen,Fitness & wellness 💪 | cooking | Barcelona,33,28,60,354,1,0,0
the_kennedy,📸 gaming | Travel addict | Dubai native,54,223,35,318,1,1,0
ella.miller.official,🎓 NYU alum | Artist | Portland,935,442,297,255,1,1,0
scarlett.brown.official,Living life one cooking at a time 🏔️,3110,97,41,688,1,0,0
e0jxyo6hfd7lt,,18,578,1,17,0,0,1
johnperez65,happy | photography | surfing | Boston 📍,262,235,11,180,1,0,0
gabrielwright3,Architect | fitness enthusiast | Living my best life ✨,246,336,236,1357,1,0,0
real_kydmbw4958,Click link in bio for FREE money 💰💰💰,0,3614,1,7,0,0,1
elenawilson,"Life is short, eat dessert first 🍰 | yoga",926,84,34,1333,1,0,0
user449682,....,4,1399,0,25,0,1,1
user179928,FREE followers! Click the link NOW!!!,36,210,7,11,0,1,1
user372271,Buy followers cheap! DM for prices!,9,76,0,28,0,1,1
the_sarah,Bookworm 📚 | cycling | skateboarding | Introvert at heart,347,854,9,646,1,0,0
user644830,I make $10k/week! Ask me how 💵💵💵,60,91,1,18,0,1,1
